"Group"	"BioProject"	"Library layout"	"Library selection"	"Instrument"	"Mapping rate"	"Log10 total reads"	"Log10 total bases"
-0.00265401434089729	0.471644780250588	1.80211793825436e-05	-0.00235975251332077	-0.00304316932751503	0.00299559089905144	0.00284364219836319	0.00158535906071
