"Group"	"BioProject"	"Library layout"	"Library selection"	"Instrument"	"Mapping rate"	"Log10 total reads"	"Log10 total bases"
-0.00325795872550749	0.472478851403363	4.65614060823905e-05	-0.00218487844853987	-0.00315462880665707	0.00138774020575794	0.00244483367824078	0.00140175990154645
