"Group"	"BioProject"	"Library layout"	"Library selection"	"Instrument"	"Mapping rate"	"Log10 total reads"	"Log10 total bases"
0.465643274853803	0.0852971845672584	0.000295132393897779	0.0328943412111371	-0.0069382109690348	-0.00137141333818791	-0.000729123637666529	-0.000552210427136934
